Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.13,-0.29,0.97,4.62,-9.8,4.69
-0.13,-0.29,0.97,6.09,-9.17,5.04
-0.12,-0.28,0.97,6.02,-9.17,6.65
-0.12,-0.28,0.96,6.16,-9.87,8.19
-0.12,-0.29,0.95,8.26,-10.22,9.38
-0.12,-0.28,0.95,11.48,-10.71,9.52
-0.12,-0.28,0.94,14.14,-11.62,10.15
-0.11,-0.27,0.95,14.77,-12.25,12.25
-0.11,-0.26,0.94,13.37,-12.25,12.67
-0.1,-0.27,0.92,12.67,-11.9,13.44
-0.09,-0.28,0.92,13.93,-10.22,14.49
-0.09,-0.29,0.92,15.68,-9.45,15.89
-0.11,-0.29,0.93,18.83,-10.22,15.33
-0.1,-0.29,0.93,22.82,-12.11,14.84
-0.08,-0.29,0.96,24.43,-12.39,15.4
-0.08,-0.27,0.97,24.08,-12.04,15.68
-0.08,-0.26,0.98,20.65,-13.51,15.75
-0.06,-0.28,0.99,17.29,-13.51,17.5
-0.05,-0.3,0.98,17.99,-11.55,20.65
-0.06,-0.31,0.98,21.14,-8.4,20.86
-0.05,-0.3,0.98,25.06,-5.11,20.65
-0.05,-0.32,0.98,29.68,-2.59,22.05
-0.05,-0.31,0.98,33.81,0,22.61
-0.06,-0.29,0.98,34.79,1.05,22.19
-0.06,-0.27,0.99,31.43,1.19,20.37
-0.06,-0.27,0.98,27.65,0.21,19.67
-0.05,-0.27,0.97,24.85,-1.54,20.65
-0.06,-0.28,0.97,23.8,-0.98,21.77
-0.06,-0.29,0.96,26.11,-0.07,20.86
-0.06,-0.25,0.96,30.38,1.61,18.2
-0.06,-0.25,1,28.56,2.38,19.81
-0.06,-0.25,1.02,28.07,2.52,20.44
-0.06,-0.23,1.01,26.11,3.15,21.07
-0.07,-0.24,1.03,26.53,3.08,22.68
-0.07,-0.23,1.04,25.69,0.84,23.94
-0.08,-0.23,1.06,26.32,-3.22,25.41
-0.08,-0.2,1.07,26.81,-4.41,25.9
-0.1,-0.17,1.1,25.62,-7.21,25.27
-0.12,-0.14,1.12,20.37,-10.78,22.96
-0.13,-0.14,1.11,14.7,-15.75,19.81
-0.09,-0.17,1.12,7.56,-16.66,9.17
-0.11,-0.18,1.09,7.56,-15.82,3.71
-0.11,-0.15,1.08,9.38,-12.32,6.51
-0.08,-0.13,1.08,2.03,-10.36,12.53
-0.1,-0.18,1.06,-2.8,-9.8,15.96
-0.11,-0.2,1.02,-0.35,-10.99,17.57
-0.1,-0.18,1.01,1.4,-12.11,16.17
-0.11,-0.19,1.02,2.17,-12.25,10.64
-0.11,-0.2,1.02,2.31,-11.34,4.76
-0.1,-0.19,1.01,2.73,-11.13,0.7
-0.09,-0.18,1.01,-0.07,-5.6,-7.14
-0.1,-0.19,0.97,0.7,1.19,-10.22
-0.1,-0.16,0.97,-0.49,3.85,-7.21
-0.12,-0.17,0.95,0.91,6.86,-3.29
-0.14,-0.17,0.95,-0.07,4.83,1.82
-0.16,-0.18,0.94,-0.63,4.41,-0.28
-0.19,-0.19,0.92,1.68,2.03,-4.69
-0.19,-0.2,0.93,5.25,-0.49,-10.99
-0.16,-0.21,0.94,8.96,1.26,-17.85
-0.15,-0.2,0.96,11.76,5.53,-25.69
-0.15,-0.2,0.96,12.39,9.66,-30.87
-0.13,-0.19,0.99,12.81,12.95,-33.11
-0.12,-0.2,1,11.9,19.11,-29.75
-0.13,-0.18,0.98,14.21,20.86,-22.89
-0.11,-0.17,0.99,16.52,24.15,-15.54
-0.13,-0.15,1.04,18.41,27.02,-12.39
-0.17,-0.16,1.05,16.03,24.71,-13.72
-0.16,-0.17,1.09,13.23,19.74,-17.29
-0.15,-0.22,1.08,13.86,18.9,-26.74
-0.13,-0.21,1.11,18.62,17.43,-25.2
-0.14,-0.19,1.14,20.93,17.92,-22.54
-0.14,-0.18,1.19,20.3,17.15,-14.21
-0.18,-0.15,1.22,18.62,12.04,-4.34
-0.18,-0.14,1.26,16.38,9.45,-0.14
-0.16,-0.16,1.28,13.72,11.76,-1.82
-0.18,-0.1,1.3,11.27,14.35,-4.34
-0.19,-0.11,1.29,8.4,16.8,-4.06
-0.18,-0.14,1.3,6.51,19.74,-6.09
-0.2,-0.14,1.31,10.15,24.78,-7.56
-0.22,-0.1,1.33,11.76,26.53,-6.79
-0.24,-0.11,1.36,12.25,25.2,-4.13
-0.23,-0.07,1.38,8.75,20.72,-11.62
-0.22,-0.06,1.37,12.74,18.34,-13.23
-0.21,-0.03,1.41,14.07,18.76,-8.68
-0.22,-0.01,1.44,16.38,15.82,-4.69
-0.22,0.02,1.48,17.71,13.72,-10.08
-0.22,0.06,1.49,22.68,14.21,-11.69
-0.22,0.11,1.54,20.16,14.7,-13.09
-0.26,0.18,1.53,14.42,15.19,-6.44
-0.27,0.17,1.49,1.89,13.44,-1.26
-0.27,0.16,1.41,-8.26,9.94,0.21
-0.26,0.17,1.35,-21.14,10.01,-2.03
-0.25,0.17,1.25,-35.7,14.84,-3.22
-0.25,0.1,1.14,-48.37,15.68,-2.45
-0.27,0.06,1.05,-51.73,16.31,-2.87
-0.28,0.01,1,-52.43,15.47,-2.17
-0.28,-0.02,0.96,-50.33,14.63,-0.49
-0.31,-0.02,0.95,-47.39,13.44,-0.84
-0.34,-0.03,0.94,-43.4,9.94,-3.15
-0.37,-0.02,0.94,-37.66,6.65,-6.58
-0.37,-0.02,0.95,-29.96,5.46,-10.15
-0.36,-0.02,0.98,-25.48,5.04,-12.6
-0.36,0,0.98,-20.72,6.09,-14.42
-0.34,0.03,0.99,-19.95,8.26,-17.22
-0.33,0.02,0.98,-22.82,8.26,-17.99
-0.29,0.01,0.95,-23.94,9.1,-17.01
-0.26,-0.01,0.92,-23.66,10.92,-16.31
-0.24,-0.01,0.9,-25.41,11.48,-15.75
-0.24,-0.01,0.87,-29.47,11.48,-14.98
-0.23,-0.05,0.82,-31.92,10.85,-12.95
-0.22,-0.08,0.8,-30.8,9.38,-10.15
-0.22,-0.09,0.78,-29.12,8.75,-7.49
-0.22,-0.09,0.75,-28.28,7.63,-3.5
-0.23,-0.12,0.73,-26.6,6.02,-0.84
-0.25,-0.13,0.71,-21.49,3.71,-0.42
-0.25,-0.14,0.7,-15.96,2.59,1.68
-0.25,-0.13,0.69,-12.32,2.38,2.38
-0.25,-0.13,0.7,-10.01,0.77,2.31
-0.25,-0.15,0.69,-7.63,2.87,0.77
-0.25,-0.17,0.68,-3.57,7.7,-3.22
-0.26,-0.16,0.69,0.42,12.32,-5.18
-0.26,-0.17,0.7,3.92,15.33,-6.65
-0.27,-0.16,0.7,6.09,19.11,-7.63
-0.26,-0.15,0.71,6.23,22.4,-10.64
-0.28,-0.15,0.73,5.04,21.98,-12.6
-0.28,-0.16,0.73,4.83,20.58,-12.95
-0.28,-0.15,0.73,2.87,17.85,-13.23
-0.28,-0.16,0.72,3.01,12.95,-13.3
-0.27,-0.16,0.73,1.82,8.33,-12.74
-0.26,-0.17,0.75,-0.28,4.97,-12.53
-0.26,-0.21,0.75,-0.28,3.5,-17.15
-0.27,-0.22,0.75,3.22,3.64,-21.35
-0.28,-0.22,0.76,6.37,2.17,-22.47
-0.3,-0.21,0.77,8.12,-0.56,-22.89
-0.29,-0.23,0.78,9.59,-2.1,-22.82
-0.29,-0.23,0.79,12.53,-2.03,-21.91
-0.29,-0.21,0.79,12.04,-2.17,-22.12
-0.3,-0.21,0.79,10.64,-4.69,-21.77
-0.28,-0.24,0.78,10.22,-8.75,-20.79
-0.28,-0.24,0.77,12.81,-11.48,-19.32
-0.29,-0.25,0.75,16.31,-15.47,-17.99
-0.29,-0.25,0.76,20.58,-20.37,-17.64
-0.29,-0.26,0.78,24.36,-23.52,-17.22
-0.27,-0.27,0.81,26.11,-25.34,-15.61
-0.25,-0.28,0.84,25.9,-24.85,-14
-0.25,-0.28,0.84,24.08,-21.63,-13.37
-0.24,-0.31,0.84,23.59,-20.23,-12.46
-0.23,-0.33,0.85,24.92,-18.62,-12.04
-0.22,-0.35,0.88,28.77,-16.59,-12.39
-0.23,-0.35,0.91,32.41,-17.78,-11.83
-0.23,-0.33,0.98,32.55,-21.28,-10.99
-0.22,-0.33,1.02,30.87,-25.76,-8.89
-0.2,-0.33,1.07,29.12,-29.68,-5.81
-0.21,-0.33,1.11,28.28,-30.17,-3.08
-0.21,-0.32,1.18,28.14,-30.03,-1.33
-0.22,-0.3,1.23,27.86,-30.66,-0.56
-0.27,-0.29,1.29,28.14,-33.39,-1.05
-0.28,-0.26,1.38,26.18,-37.52,-1.61
-0.27,-0.16,1.51,11.97,-38.71,-0.77
-0.27,-0.23,1.46,8.33,-45.57,0.42
-0.28,-0.17,1.47,-4.34,-43.89,-1.68
-0.25,-0.19,1.44,-15.68,-41.37,-2.24
-0.22,-0.26,1.39,-21.77,-34.65,-2.03
-0.17,-0.27,1.34,-23.45,-29.54,-2.73
-0.15,-0.29,1.31,-20.16,-25.69,-1.82
-0.16,-0.31,1.29,-11.41,-23.87,-1.89
-0.13,-0.32,1.3,1.82,-27.44,-1.47
-0.14,-0.31,1.34,19.81,-30.38,-0.21
-0.16,-0.23,1.38,29.61,-34.65,1.82
-0.17,-0.13,1.41,36.54,-37.66,3.92
-0.22,-0.04,1.47,41.37,-40.39,4.48
-0.23,0.03,1.53,36.05,-43.33,5.46
-0.2,0.1,1.55,19.67,-44.66,7.63
-0.16,0.1,1.5,-3.85,-42.56,11.2
-0.1,0.04,1.39,-28.7,-36.61,14.42
-0.04,-0.03,1.24,-40.95,-27.23,18.13
0,-0.11,1.12,-45.29,-13.51,24.36
0,-0.16,1.03,-39.97,-6.37,27.65
0.01,-0.18,0.98,-32.55,-4.48,29.54
0.01,-0.18,0.98,-25.62,-6.44,32.2
0.02,-0.15,0.99,-21.77,-9.87,34.72
0.02,-0.14,1.01,-20.79,-12.95,38.15
0.02,-0.12,1.03,-21.91,-16.38,42.84
0.01,-0.11,1.05,-24.71,-17.71,45.92
0,-0.1,1.06,-28.77,-14.84,48.93
0,-0.09,1.05,-36.12,-9.1,53.2
0,-0.1,1.02,-40.74,-1.47,49
-0.02,-0.07,1.01,-45.71,9.59,43.19
-0.06,-0.05,0.97,-54.81,17.57,38.29
-0.09,-0.04,0.91,-63.77,20.86,35.49
-0.12,-0.06,0.84,-71.19,0.35,32.69
-0.13,-0.09,0.76,-74.97,11.34,30.1
-0.12,-0.12,0.66,-73.57,5.46,28.21
-0.13,-0.15,0.6,-68.18,-0.84,26.6
-0.14,-0.17,0.56,-59.85,-11.76,25.34
-0.12,-0.2,0.55,-47.32,-19.39,22.26
-0.1,-0.22,0.56,-37.24,-24.29,17.08
-0.09,-0.24,0.58,-26.95,-27.86,11.69
-0.08,-0.24,0.62,-19.74,-28.28,5.95
-0.06,-0.24,0.68,-14.21,-23.8,-1.61
-0.06,-0.23,0.72,-12.81,-16.87,-7.91
-0.05,-0.23,0.74,-13.79,-10.92,-8.12
-0.04,-0.23,0.75,-16.31,-8.19,-5.32
-0.04,-0.24,0.77,-16.52,-6.16,-0.77
-0.03,-0.24,0.78,-16.38,-3.99,2.31
-0.03,-0.25,0.78,-14.63,-1.89,2.03
-0.04,-0.26,0.79,-11.27,-0.98,1.33
-0.04,-0.26,0.81,-9.17,-0.98,2.52
-0.04,-0.26,0.82,-7.7,-1.12,3.71
-0.05,-0.25,0.83,-6.79,-2.1,5.11
-0.05,-0.26,0.85,-5.81,-3.78,6.37
-0.04,-0.28,0.86,-4.27,-4.2,7.91
-0.03,-0.28,0.87,-2.52,-2.73,9.94
-0.05,-0.28,0.88,-0.42,-1.4,11.41
-0.08,-0.3,0.89,3.64,-2.73,11.27
-0.08,-0.29,0.9,7.21,-3.5,8.82
-0.07,-0.3,0.9,10.85,-2.17,9.38
-0.07,-0.3,0.92,12.67,-0.7,11.27
-0.09,-0.3,0.94,14.49,-0.49,12.88
-0.1,-0.3,0.95,15.96,-1.05,13.23
-0.09,-0.32,0.95,18.48,-1.68,14
-0.09,-0.33,0.97,20.58,-1.82,15.68
-0.08,-0.32,0.99,21.35,-1.89,17.71
-0.09,-0.33,1,23.31,-2.38,19.6
-0.1,-0.33,1.06,24.85,-2.45,21.42
-0.12,-0.34,1.09,25.41,-3.29,19.11
-0.11,-0.34,1.13,25.55,-4.97,17.29
-0.09,-0.35,1.16,24.01,-4.76,19.18
-0.07,-0.37,1.17,23.03,-1.89,22.54
-0.08,-0.38,1.18,23.52,3.64,23.94
-0.09,-0.38,1.19,23.45,8.75,23.66
-0.11,-0.41,1.18,25.2,12.81,21.91
-0.13,-0.41,1.19,27.93,14.84,18.06
-0.15,-0.41,1.2,32.97,14.07,15.19
-0.18,-0.39,1.21,46.9,9.94,11.48
-0.2,-0.33,1.3,61.95,4.41,3.99
-0.2,-0.25,1.4,73.57,-3.92,-3.57
-0.19,-0.16,1.51,77.98,-11.48,-9.66
-0.16,-0.09,1.59,72.38,-16.52,-11.48
-0.12,-0.02,1.62,62.3,-16.8,-7.21
-0.12,0.02,1.64,50.89,-10.29,-2.03
-0.13,0.06,1.62,35.49,-1.75,1.54
-0.17,0.09,1.55,21.77,6.93,4.41
-0.2,0.08,1.46,8.4,13.37,7.42
-0.22,0.05,1.37,-5.67,15.26,10.08
-0.22,0.01,1.26,-14.56,15.4,13.3
-0.22,-0.02,1.17,-19.67,16.45,18.06
-0.27,-0.03,1.11,-21.63,16.87,19.88
-0.31,-0.04,1.07,-19.6,14.98,18.62
-0.33,-0.04,1.05,-15.12,13.02,14.35
-0.35,-0.03,1.05,-11.9,11.76,10.29
-0.34,-0.03,1.04,-9.03,11.41,4.76
-0.32,-0.03,1.03,-7.63,11.55,-0.42
-0.3,-0.03,1.01,-7.84,12.04,-5.95
-0.26,-0.04,0.98,-9.38,13.3,-8.12
-0.24,-0.05,0.94,-11.48,15.26,-9.24
-0.21,-0.07,0.9,-12.88,17.85,-10.57
-0.2,-0.1,0.85,-12.74,21,-11.76
-0.2,-0.11,0.81,-11.2,22.05,-12.88
-0.21,-0.12,0.76,-9.94,21.28,-13.86
-0.23,-0.13,0.75,-8.47,19.18,-16.03
-0.23,-0.14,0.73,-6.51,15.12,-18.83
-0.24,-0.15,0.72,-4.55,11.83,-22.26
-0.23,-0.15,0.72,-3.29,7.98,-23.52
-0.22,-0.16,0.71,-2.94,5.95,-24.5
-0.21,-0.15,0.72,-3.64,5.25,-25.62
-0.21,-0.16,0.72,-3.99,4.62,-26.18
-0.2,-0.16,0.73,-5.18,4.83,-27.16
-0.19,-0.16,0.73,-6.16,5.88,-27.44
-0.19,-0.16,0.73,-7.42,7.28,-27.51
-0.2,-0.16,0.74,-7.84,8.33,-27.09
-0.21,-0.16,0.73,-8.33,8.26,-27.3
-0.21,-0.16,0.74,-9.31,7.28,-28.42
-0.21,-0.17,0.75,-10.36,5.39,-28.77
-0.21,-0.17,0.75,-12.32,3.5,-28.84
-0.2,-0.18,0.76,-13.23,2.38,-29.05
-0.19,-0.2,0.76,-13.86,2.52,-29.12
-0.19,-0.21,0.76,-13.72,3.29,-28.42
-0.2,-0.22,0.75,-11.83,3.64,-28.28
-0.2,-0.24,0.75,-9.24,3.01,-29.61
-0.21,-0.25,0.76,-6.79,3.29,-31.01
-0.2,-0.26,0.77,-3.29,3.29,-31.99
-0.21,-0.27,0.79,-0.28,2.1,-32.55
-0.2,-0.28,0.81,2.03,0,-33.25
-0.19,-0.29,0.82,4.34,-2.45,-34.09
-0.19,-0.3,0.83,7.98,-5.32,-33.25
-0.17,-0.31,0.86,10.36,-8.05,-31.57
-0.16,-0.31,0.88,12.11,-9.87,-29.75
-0.16,-0.31,0.9,12.81,-12.53,-28
-0.15,-0.33,0.95,14.14,-14.77,-26.32
-0.14,-0.31,0.97,13.09,-15.05,-24.64
-0.14,-0.32,0.97,11.69,-14.91,-20.23
-0.14,-0.33,0.98,11.27,-13.72,-16.73
-0.15,-0.34,0.99,12.11,-12.46,-13.93
-0.16,-0.36,1,13.23,-13.16,-11.06
-0.17,-0.37,1.02,15.19,-14.63,-9.1
-0.18,-0.36,1.06,17.15,-16.45,-7.35
-0.21,-0.36,1.1,19.18,-19.25,-6.16
-0.21,-0.36,1.13,21.07,-22.82,-5.74
-0.23,-0.35,1.16,23.31,-25.9,-5.32
-0.23,-0.34,1.22,24.22,-28.56,-6.09
-0.23,-0.31,1.25,24.29,-31.71,-7.91
-0.2,-0.31,1.28,22.82,-36.4,-8.75
-0.16,-0.3,1.3,18.97,-38.36,-8.05
-0.13,-0.3,1.31,17.64,-38.36,-5.39
-0.08,-0.29,1.32,19.81,-35.91,-2.45
-0.05,-0.28,1.35,26.67,-31.71,-2.1
-0.04,-0.25,1.39,33.11,-28.49,-2.31
-0.07,-0.21,1.44,37.1,-27.58,0.56
-0.08,-0.18,1.51,38.15,-27.72,2.1
-0.08,-0.13,1.54,30.94,-25.13,2.8
-0.08,-0.1,1.51,19.32,-21.07,5.81
-0.07,-0.11,1.42,2.8,-11.97,6.16
-0.06,-0.14,1.34,-12.88,-5.25,11.06
-0.05,-0.19,1.17,-22.19,3.15,15.47
-0.06,-0.28,1.06,-22.54,9.87,19.11
-0.07,-0.32,0.99,-16.59,11.9,19.95
-0.09,-0.32,0.96,-7.35,8.4,19.81
-0.09,-0.31,0.98,-0.7,0.28,20.3
-0.1,-0.29,1.01,4.34,-10.99,18.83
-0.05,-0.25,1.05,6.44,-16.87,19.32
-0.02,-0.24,1.08,6.02,-19.25,21.28
0,-0.21,1.1,4.97,-17.57,24.78
0.02,-0.2,1.1,1.96,-10.85,28.21
0.02,-0.19,1.1,-1.47,-3.29,31.15
0.01,-0.19,1.08,-4.06,4.34,34.16
-0.02,-0.18,1.04,-7.21,10.22,35.84
-0.02,-0.18,1.01,-10.71,13.3,36.05
-0.03,-0.18,0.96,-13.93,15.12,36.26
-0.05,-0.18,0.91,-16.24,14.63,36.33
-0.06,-0.19,0.87,-18.27,12.6,35.7
-0.06,-0.19,0.83,-18.97,9.87,35.21
-0.06,-0.2,0.82,-18.13,5.32,34.09
-0.06,-0.19,0.8,-18.9,2.94,33.46
-0.06,-0.18,0.78,-20.65,1.12,34.44
-0.06,-0.19,0.76,-21.49,-0.14,35.21
-0.06,-0.18,0.75,-22.12,0.7,34.65
-0.05,-0.19,0.74,-21.56,3.5,33.04
-0.05,-0.19,0.72,-21.77,7.28,31.22
-0.08,-0.19,0.71,-22.96,8.82,31.78
-0.08,-0.19,0.71,-25.13,7.98,31.85
-0.09,-0.19,0.72,-26.67,6.79,31.43
-0.09,-0.19,0.72,-28.49,4.55,30.8
-0.09,-0.2,0.74,-30.24,3.5,29.19
-0.09,-0.2,0.74,-30.87,3.92,27.02
-0.1,-0.21,0.74,-30.8,4.55,26.6
-0.1,-0.22,0.76,-30.87,5.81,26.74
-0.11,-0.23,0.77,-30.31,7,26.25
-0.12,-0.24,0.79,-28.35,7.91,24.85
-0.13,-0.25,0.8,-26.11,10.5,22.68
-0.15,-0.26,0.81,-21.63,11.06,21.21
-0.17,-0.27,0.84,-17.36,9.24,19.53
-0.18,-0.27,0.87,-12.46,5.74,17.22
-0.21,-0.27,0.92,-6.79,-0.42,12.81
-0.22,-0.27,0.98,1.05,-6.72,7.63
-0.21,-0.25,1.07,5.11,-12.04,2.45
-0.19,-0.23,1.13,5.67,-16.03,1.19
-0.17,-0.22,1.17,3.15,-15.68,1.12
-0.15,-0.22,1.19,0.56,-11.97,1.12
-0.14,-0.23,1.18,-0.56,-5.74,0.91
-0.15,-0.25,1.16,0.63,1.47,-0.07
-0.15,-0.26,1.16,4.13,3.85,-0.91
-0.15,-0.26,1.17,7.56,4.69,-1.82
-0.17,-0.27,1.18,10.78,3.78,-2.17
-0.16,-0.28,1.19,15.89,2.59,-1.89
-0.17,-0.27,1.21,19.39,1.75,-1.33
-0.17,-0.27,1.24,23.03,1.89,-0.42
-0.16,-0.27,1.24,25.55,5.32,0.84
-0.18,-0.25,1.24,30.45,8.96,1.89
-0.2,-0.23,1.26,37.38,11.83,-0.42
-0.22,-0.22,1.27,44.59,10.64,-2.59
-0.23,-0.2,1.29,52.22,5.11,-4.27
-0.24,-0.18,1.35,55.58,-3.71,-5.74
-0.24,-0.14,1.4,55.23,-12.32,-7.7
-0.23,-0.1,1.44,48.79,-18.2,-7.84
-0.2,-0.08,1.44,34.72,-15.4,-4.97
-0.22,-0.03,1.38,18.13,-7.56,-4.06
-0.22,-0.06,1.28,2.73,3.78,-3.92
-0.24,-0.1,1.19,-6.93,11.27,-2.66
-0.23,-0.12,1.11,-11.9,17.57,-2.31
-0.25,-0.12,1.07,-16.17,19.18,-3.22
-0.28,-0.13,1.05,-19.6,16.94,-4.76
-0.3,-0.13,1.03,-22.61,13.44,-6.79
-0.31,-0.13,1.02,-25.06,10.36,-10.57
-0.32,-0.12,1.01,-26.6,8.33,-14.63
-0.33,-0.12,1,-26.81,9.45,-18.83
-0.34,-0.11,0.99,-25.9,10.78,-24.71
-0.35,-0.11,1,-24.57,10.5,-30.8
-0.33,-0.1,1,-23.59,8.12,-34.3
-0.32,-0.1,0.99,-24.5,5.74,-36.96
-0.3,-0.1,0.97,-25.27,3.36,-38.43
-0.28,-0.12,0.93,-25.34,2.52,-40.11
-0.24,-0.13,0.89,-24.29,4.13,-40.6
-0.22,-0.14,0.84,-23.38,5.88,-39.83
-0.21,-0.16,0.8,-22.05,8.4,-38.08
-0.23,-0.17,0.75,-20.3,10.29,-36.82
-0.25,-0.18,0.73,-16.24,10.15,-36.89
-0.27,-0.19,0.71,-11.13,7.42,-37.52
-0.27,-0.19,0.72,-7.42,4.27,-38.71
-0.26,-0.19,0.72,-6.37,0.91,-38.22
-0.25,-0.19,0.73,-5.95,-1.12,-37.03
-0.23,-0.19,0.74,-7.07,-0.91,-35.91
-0.21,-0.21,0.73,-8.19,1.19,-35.42
-0.19,-0.23,0.72,-8.75,3.99,-33.6
-0.17,-0.25,0.71,-9.1,7.63,-30.66
-0.16,-0.27,0.71,-9.17,10.71,-27.65
-0.16,-0.29,0.71,-7.7,11.76,-26.18
-0.16,-0.3,0.71,-5.88,12.39,-26.39
-0.17,-0.3,0.72,-5.39,12.67,-24.92
-0.17,-0.31,0.72,-4.76,12.18,-23.59
-0.18,-0.3,0.74,-4.41,12.46,-23.8
-0.19,-0.3,0.76,-5.39,11.48,-24.15
-0.19,-0.3,0.77,-6.16,8.82,-25.48
-0.17,-0.32,0.77,-7.56,6.44,-24.85
-0.16,-0.33,0.77,-8.26,5.18,-23.38
-0.14,-0.35,0.77,-7.28,5.74,-21.21
-0.14,-0.36,0.78,-5.53,7.98,-21.21
-0.15,-0.37,0.78,-2.8,8.05,-20.16
-0.16,-0.38,0.81,-1.26,6.65,-18.34
-0.18,-0.4,0.83,0.56,4.48,-17.15
-0.17,-0.41,0.86,3.01,1.61,-16.59
-0.18,-0.41,0.88,6.09,0.77,-16.59
-0.2,-0.41,0.9,8.26,-0.49,-15.75
-0.21,-0.43,0.93,11.13,-4.41,-15.47
-0.21,-0.43,0.97,13.51,-6.65,-15.89
-0.21,-0.43,1.02,14.35,-9.45,-16.38
-0.21,-0.43,1.05,15.12,-12.25,-15.47
-0.2,-0.43,1.09,14.7,-15.05,-13.65
-0.2,-0.43,1.12,14.56,-18.34,-11.69
-0.2,-0.43,1.14,15.12,-21.42,-9.24
-0.2,-0.42,1.17,16.17,-22.89,-8.19
-0.21,-0.4,1.2,17.71,-23.52,-8.33
-0.21,-0.41,1.21,16.8,-26.25,-7.77
-0.19,-0.45,1.2,15.96,-29.68,-4.97
-0.17,-0.45,1.2,18.9,-28.35,-3.36
-0.19,-0.44,1.21,27.51,-25.9,-3.22
-0.21,-0.42,1.27,35.63,-26.88,-5.74
-0.22,-0.36,1.33,41.79,-32.69,-7.07
-0.21,-0.31,1.4,41.65,-40.6,-5.81
-0.17,-0.26,1.47,35,-46.55,-2.52
-0.12,-0.2,1.49,22.05,-46.76,3.43
-0.07,-0.19,1.43,5.32,-40.74,9.94
-0.04,-0.21,1.32,-12.39,-30.45,17.43
-0.01,-0.26,1.18,-20.51,-17.99,24.85
-0.01,-0.33,1.07,-20.02,-2.03,27.93
