Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.04,-0.12,1.01,1.19,-2.24,30.66
-0.04,-0.12,1.02,1.12,-2.38,32.27
-0.04,-0.11,1.01,0.49,-2.52,33.95
-0.04,-0.12,1.01,0.63,-3.57,35.91
-0.03,-0.12,1.01,0.14,-3.92,38.78
-0.03,-0.12,1.01,-0.63,-4.55,41.23
-0.02,-0.12,1.01,-0.21,-5.46,43.68
-0.01,-0.12,1.02,-0.98,-5.95,46.34
-0.01,-0.13,1.02,-1.05,-7.35,48.44
0.01,-0.13,1.04,0.28,-8.54,50.26
0.02,-0.11,1.06,-0.42,-8.54,52.08
0.02,-0.11,1.07,-0.14,-8.68,53.62
0.02,-0.09,1.08,0.91,-8.75,54.74
0.02,-0.08,1.09,0.7,-7.77,55.23
0.02,-0.08,1.08,1.82,-7.28,55.44
0.02,-0.07,1.08,3.5,-6.79,54.95
0.02,-0.06,1.07,3.43,-5.53,54.32
0.02,-0.07,1.04,3.85,-5.25,54.11
0.02,-0.06,1.03,4.41,-5.53,53.06
0.01,-0.05,1.02,2.31,-4.83,52.57
0.01,-0.07,0.99,0.77,-5.32,52.36
0,-0.08,0.99,0.49,-6.44,52.29
0,-0.09,1,-1.05,-6.79,52.92
-0.01,-0.1,0.98,-2.66,-7.77,53.55
-0.01,-0.11,0.99,-3.64,-8.54,54.81
-0.01,-0.12,0.99,-4.97,-9.24,56.49
-0.01,-0.12,1.01,-6.02,-9.73,57.96
-0.01,-0.12,1.02,-7.07,-10.08,59.01
0,-0.11,1.04,-7.63,-9.87,59.71
0.01,-0.1,1.05,-7.98,-9.38,60.2
0.01,-0.11,1.06,-7.84,-9.03,60.13
0.02,-0.1,1.07,-7.35,-8.68,59.85
0.02,-0.11,1.07,-6.51,-8.26,59.22
0.03,-0.11,1.08,-5.6,-7.49,58.66
0.03,-0.12,1.08,-3.92,-7,57.89
0.03,-0.11,1.08,-3.01,-6.23,57.26
0.02,-0.12,1.08,-2.1,-5.18,56.91
0.02,-0.12,1.07,-1.82,-4.27,56.77
0.02,-0.13,1.05,-1.47,-3.99,56.63
0.01,-0.14,1.04,-0.56,-4.06,56.49
0.01,-0.15,1.03,0.56,-4.34,56.49
0.01,-0.15,1.02,2.03,-4.76,57.05
0.02,-0.15,1.01,2.73,-5.18,56.98
0.02,-0.15,1.01,3.22,-5.6,57.12
0.02,-0.14,1.02,3.22,-5.6,57.19
0.02,-0.14,1.03,3.71,-5.39,56.91
0.02,-0.12,1.03,3.57,-4.62,56.7
0.02,-0.13,1.02,2.8,-3.64,56.14
0.01,-0.15,1,4.2,-3.99,55.65
0.02,-0.14,1,4.48,-3.78,54.95
0.02,-0.15,1,4.06,-3.5,54.25
0.02,-0.15,0.99,5.04,-4.06,53.48
0.02,-0.13,1,3.64,-3.85,52.64
0.01,-0.14,0.99,2.24,-3.64,52.15
0.01,-0.14,0.99,2.1,-4.69,51.45
0.01,-0.13,1,0.28,-4.62,50.82
0.01,-0.15,0.99,-0.42,-4.97,50.33
0.01,-0.15,0.99,0.21,-5.81,49.7
0.01,-0.14,0.99,-0.14,-6.3,49.42
0.01,-0.14,1,-0.77,-6.86,48.72
0.02,-0.13,1.01,-1.12,-7.14,48.02
0.02,-0.13,1.02,-2.31,-7.14,47.39
0.01,-0.13,1.03,-2.52,-7.07,46.83
0.02,-0.13,1.04,-2.24,-6.51,45.99
0.01,-0.14,1.04,-2.1,-5.88,45.29
0.01,-0.15,1.04,-0.77,-5.6,44.66
0.02,-0.14,1.04,0.14,-5.11,44.38
0.01,-0.14,1.04,-0.14,-4.55,43.96
0.01,-0.14,1.04,0,-4.27,43.33
0.01,-0.14,1.04,-0.21,-3.57,42.98
0,-0.15,1.04,0.35,-3.08,42.63
0,-0.14,1.04,0.84,-2.87,42.21
0,-0.14,1.03,0.77,-2.17,41.58
0,-0.14,1.02,1.05,-2.45,41.51
0,-0.14,1.02,0.84,-2.66,40.53
0,-0.13,1.02,0.21,-2.73,39.97
0,-0.13,1.01,-0.07,-3.29,39.34
0,-0.13,1,-0.91,-3.71,38.64
-0.01,-0.13,1,-1.33,-4.27,37.8
-0.01,-0.13,1,-1.19,-4.97,36.96
-0.01,-0.12,1.01,-1.89,-5.39,35.91
-0.01,-0.12,1,-3.15,-5.6,34.58
-0.01,-0.12,1,-3.71,-6.51,33.67
-0.01,-0.11,1.01,-4.13,-6.72,32.2
-0.01,-0.11,1.01,-4.83,-6.58,30.94
-0.01,-0.11,1.01,-4.06,-6.72,29.12
-0.01,-0.11,1.02,-4.2,-6.44,27.37
-0.02,-0.11,1.01,-4.9,-6.37,26.11
-0.02,-0.11,1.02,-4.55,-6.3,24.29
-0.02,-0.11,1.03,-5.04,-5.67,22.82
-0.02,-0.11,1.04,-5.81,-5.11,21.14
-0.03,-0.11,1.06,-5.39,-4.62,19.6
-0.03,-0.11,1.09,-4.34,-3.71,17.92
-0.03,-0.11,1.12,-3.43,-2.17,16.1
-0.04,-0.11,1.14,-1.75,-0.28,14.63
-0.06,-0.09,1.17,-0.42,1.82,12.6
-0.07,-0.07,1.18,0.91,4.69,10.99
-0.07,-0.06,1.17,0.35,7.14,9.17
-0.07,-0.07,1.13,1.33,7.91,7.42
-0.07,-0.07,1.12,2.73,7.56,4.55
-0.06,-0.07,1.1,2.52,6.93,2.45
-0.07,-0.08,1.09,3.22,5.74,0.7
-0.08,-0.09,1.09,3.92,4.27,-0.63
-0.09,-0.09,1.1,3.92,3.29,-1.12
-0.1,-0.09,1.1,4.41,2.73,-1.26
-0.11,-0.09,1.1,3.78,2.66,-0.77
-0.12,-0.1,1.09,4.06,2.52,-0.42
-0.12,-0.09,1.09,4.2,2.59,0.07
-0.13,-0.08,1.07,3.64,3.01,0.35
-0.14,-0.08,1.05,3.43,3.08,1.12
-0.14,-0.08,1.04,3.36,3.64,1.47
-0.15,-0.07,1.02,3.36,3.78,1.75
-0.14,-0.06,0.99,2.38,3.85,1.75
-0.14,-0.06,0.96,1.12,3.29,0.98
-0.13,-0.05,0.95,0.56,1.26,0.07
-0.12,-0.04,0.95,-2.24,0.35,-1.26
-0.12,-0.04,0.95,-4.34,-0.91,-2.59
-0.13,-0.05,0.96,-4.83,-2.73,-3.43
-0.13,-0.06,0.96,-6.51,-3.5,-3.5
-0.15,-0.08,0.96,-7,-4.62,-3.22
-0.15,-0.09,0.96,-7.28,-5.88,-2.24
-0.15,-0.1,0.96,-8.75,-6.72,-0.63
-0.15,-0.12,0.96,-10.92,-7.91,1.4
-0.15,-0.15,0.98,-11.13,-9.17,4.27
-0.15,-0.16,1.01,-10.71,-9.8,7.21
-0.15,-0.16,1.03,-9.31,-9.73,10.22
-0.15,-0.15,1.05,-9.17,-9.17,13.09
-0.14,-0.15,1.05,-8.12,-8.47,16.52
-0.13,-0.14,1.06,-7.07,-7.91,18.76
-0.11,-0.14,1.05,-7.56,-7.07,20.58
-0.1,-0.16,1.03,-6.58,-7.21,22.54
-0.1,-0.17,1.02,-4.48,-7.56,23.87
-0.08,-0.16,1.02,-2.73,-7.91,24.57
-0.08,-0.16,1.01,-1.33,-8.47,25.06
-0.07,-0.15,1.02,-0.21,-9.03,25.06
-0.07,-0.14,1.02,0.14,-9.17,24.64
-0.07,-0.14,1.03,1.12,-9.03,24.5
-0.07,-0.14,1.04,2.52,-8.68,24.15
-0.09,-0.13,1.05,4.55,-7.84,23.94
-0.09,-0.12,1.05,7.14,-6.65,23.87
-0.09,-0.1,1.04,7,-5.81,23.38
-0.09,-0.12,1.01,7.77,-5.32,22.82
-0.09,-0.11,1,9.03,-5.74,22.54
-0.09,-0.11,0.98,7.91,-5.81,21.84
-0.09,-0.12,0.95,8.12,-6.65,21.84
-0.09,-0.12,0.94,9.38,-8.54,21.77
-0.08,-0.11,0.95,8.89,-9.24,21.98
-0.08,-0.11,0.95,7.98,-9.73,21.98
-0.09,-0.11,0.96,8.19,-10.64,22.33
-0.08,-0.09,0.98,6.51,-10.15,22.68
-0.08,-0.1,0.98,3.5,-9.59,22.96
-0.1,-0.12,0.97,3.5,-9.73,23.38
-0.09,-0.13,0.98,3.5,-9.17,24.29
-0.08,-0.13,0.97,3.57,-8.05,24.99
-0.08,-0.14,0.97,4.62,-7.91,25.41
-0.07,-0.12,0.97,3.78,-7.21,25.76
-0.07,-0.11,0.97,2.45,-6.23,25.9
-0.07,-0.11,0.98,1.19,-5.81,25.41
-0.06,-0.11,0.98,-0.56,-4.55,24.85
-0.06,-0.12,0.97,-0.35,-4.27,24.29
-0.06,-0.12,0.98,0.35,-3.64,23.52
-0.05,-0.12,0.98,0.56,-2.66,22.68
-0.06,-0.13,0.98,1.4,-2.31,22.05
-0.05,-0.12,1,1.19,-1.33,21.35
-0.05,-0.11,0.99,-0.49,-0.28,20.23
-0.05,-0.12,0.98,-0.35,-0.07,19.46
-0.05,-0.12,0.99,-0.77,0.35,18.69
-0.06,-0.13,0.98,-0.49,0.49,18.06
-0.06,-0.13,0.97,0.21,0.63,17.36
-0.07,-0.13,0.97,-17.92,0.7,17.29
-0.08,-0.14,0.97,0.28,0.42,17.29
-0.08,-0.15,0.98,-0.49,0.56,17.43
-0.09,-0.15,0.99,-0.98,0.91,17.5
-0.1,-0.15,1,-1.47,1.19,17.64
-0.1,-0.14,0.99,-2.31,1.4,17.57
-0.09,-0.14,0.98,-3.22,1.05,17.01
-0.09,-0.14,0.98,-2.52,0.14,16.24
-0.09,-0.13,1.01,-1.68,-0.98,15.33
-0.09,-0.12,1.03,-1.12,-1.19,14.49
-0.08,-0.11,1.04,0.14,-1.96,13.44
-0.08,-0.1,1.06,0.77,-3.08,12.53
-0.09,-0.11,1.09,-0.28,-3.43,11.9
-0.1,-0.12,1.11,-0.07,-4.06,12.18
-0.11,-0.12,1.14,0.91,-4.97,12.81
-0.11,-0.14,1.15,0.28,-4.97,13.86
-0.11,-0.18,1.13,0.7,-6.23,15.4
-0.09,-0.19,1.12,2.31,-8.61,16.8
-0.07,-0.19,1.13,0.63,-10.57,18.76
-0.05,-0.22,1.14,-0.7,-13.86,19.74
-0.05,-0.21,1.18,0.56,-16.31,20.58
-0.06,-0.16,1.26,1.12,-16.24,21.7
-0.09,-0.14,1.31,-0.42,-15.12,21.28
-0.11,-0.09,1.29,1.89,-12.18,20.44
-0.13,-0.04,1.29,3.15,-10.01,19.18
-0.14,-0.02,1.27,3.92,-6.44,17.36
-0.15,0,1.2,5.46,-4.13,15.47
-0.14,0.01,1.15,5.18,-3.43,13.79
-0.13,-0.01,1.06,2.59,-4.06,11.9
-0.13,-0.05,1,1.33,-7.28,9.94
-0.12,-0.08,0.97,-0.14,-11.69,9.31
-0.12,-0.1,0.95,-3.36,-15.75,9.38
-0.12,-0.13,0.95,-5.67,-20.02,10.5
-0.12,-0.13,0.98,-8.4,-24.29,12.32
-0.12,-0.14,1,-13.16,-26.18,14.35
-0.12,-0.14,1.01,-15.89,-27.51,16.59
-0.12,-0.14,1.01,-17.99,-28.28,19.11
-0.1,-0.14,1.02,-19.88,-28.28,20.58
-0.09,-0.14,1.02,-19.74,-28.14,21.56
-0.08,-0.12,1.04,-19.11,-27.09,21.7
-0.07,-0.08,1.05,-18.34,-24.78,20.72
-0.05,-0.05,1.06,-17.99,-22.19,18.76
-0.05,-0.03,1.06,-17.43,-19.81,16.1
-0.03,-0.02,1.05,-15.75,-17.15,12.18
-0.02,-0.02,1.05,-14.35,-13.86,8.47
-0.01,-0.02,1.03,-10.57,-11.48,4.9
-0.01,-0.02,1.01,-8.05,-9.38,1.12
-0.01,-0.03,1,-6.23,-7.07,-1.54
-0.01,-0.03,0.98,-5.6,-5.53,-3.5
-0.02,-0.04,0.95,-5.74,-4.34,-4.83
-0.03,-0.06,0.93,-5.67,-3.64,-5.32
-0.03,-0.09,0.92,-5.04,-3.22,-5.04
-0.03,-0.11,0.92,-2.03,-3.29,-4.2
-0.04,-0.1,0.93,-0.21,-3.15,-3.01
-0.04,-0.08,0.94,0.42,-2.59,-2.17
-0.04,-0.06,0.94,-0.77,-2.03,-1.4
-0.04,-0.06,0.94,-1.96,-1.4,-1.12
-0.04,-0.07,0.94,-1.82,-1.12,-1.26
-0.03,-0.08,0.94,-0.49,-0.84,-2.03
-0.04,-0.08,0.95,1.54,-0.07,-2.87
-0.04,-0.08,0.95,4.13,0.35,-4.41
-0.03,-0.05,0.96,5.18,1.19,-6.23
-0.03,-0.04,0.98,3.57,2.38,-8.75
-0.03,-0.06,0.98,2.94,2.94,-11.97
-0.03,-0.07,1,4.27,3.5,-14.77
-0.04,-0.08,1.03,6.37,4.48,-17.57
-0.06,-0.1,1.06,9.59,6.02,-20.86
-0.08,-0.1,1.08,12.88,8.33,-22.75
-0.09,-0.08,1.1,15.68,10.5,-24.36
-0.1,-0.08,1.11,15.26,13.16,-25.69
-0.11,-0.1,1.1,14.7,15.61,-27.3
-0.12,-0.12,1.09,15.54,16.94,-28.28
-0.11,-0.13,1.08,17.01,17.57,-28.91
-0.11,-0.16,1.06,17.85,17.64,-29.75
-0.11,-0.16,1.04,19.46,16.59,-30.38
-0.11,-0.14,1.05,20.72,14.91,-31.36
-0.1,-0.11,1.07,18.62,14.07,-33.04
-0.11,-0.1,1.07,16.94,13.02,-34.86
-0.11,-0.08,1.07,15.68,11.62,-36.96
-0.12,-0.08,1.07,14,11.13,-39.55
-0.13,-0.08,1.05,14,9.52,-41.86
-0.14,-0.09,1.06,15.61,8.05,-43.68
-0.15,-0.09,1.07,15.82,7.84,-45.29
-0.16,-0.08,1.07,17.08,7.56,-45.85
-0.17,-0.07,1.08,16.59,8.19,-46.48
-0.17,-0.06,1.05,14.91,9.24,-46.9
-0.17,-0.07,1.01,13.3,9.24,-47.32
-0.16,-0.08,1,10.92,8.33,-47.6
-0.16,-0.11,0.96,7.28,7.28,-47.53
-0.16,-0.15,0.93,6.72,5.46,-46.69
-0.16,-0.16,0.93,5.88,2.8,-45.36
-0.17,-0.17,0.93,4.2,0.84,-43.89
-0.16,-0.17,0.95,2.24,-0.77,-42
-0.17,-0.17,0.97,0.21,-2.1,-39.27
-0.16,-0.17,1,-1.4,-2.73,-37.31
-0.16,-0.17,1.03,-3.15,-1.75,-34.79
-0.17,-0.18,1.06,-1.61,-1.19,-31.78
-0.16,-0.15,1.07,0.63,1.05,-29.61
-0.15,-0.16,1.07,-2.1,3.92,-27.72
-0.16,-0.19,1.03,2.66,3.85,-25.06
-0.13,-0.16,1.04,1.96,5.81,-22.82
-0.13,-0.17,1,-0.14,7.63,-19.95
-0.14,-0.21,0.97,2.03,7.07,-16.45
-0.13,-0.2,0.97,3.01,7.7,-13.51
-0.13,-0.2,0.96,0.56,8.12,-10.29
-0.13,-0.21,0.94,1.05,7.84,-6.3
-0.13,-0.2,0.94,-0.21,7.84,-3.01
-0.13,-0.2,0.93,-3.22,7.63,-0.14
-0.12,-0.21,0.92,-4.13,6.79,2.66
-0.12,-0.22,0.94,-4.83,6.44,6.23
-0.09,-0.21,0.96,-4.76,6.51,13.37
-0.12,-0.16,0.96,-2.66,6.16,9.94
-0.11,-0.11,0.97,-2.31,4.27,6.79
0,-0.16,1,-4.83,5.67,8.26
-0.13,-0.22,0.94,-3.43,3.99,12.53
-0.12,-0.17,1,-10.57,1.96,10.85
-0.11,-0.26,0.97,-8.33,3.71,20.3
-0.14,-0.2,0.98,-12.04,2.1,21.49
-0.12,-0.22,1.02,-7.7,0.63,27.51
-0.13,-0.19,1.08,-10.29,1.82,27.23
-0.17,-0.18,1.05,-11.62,2.03,21.7
-0.14,-0.21,1.09,-12.25,2.17,26.88
-0.12,-0.2,1.07,-13.37,4.69,31.22
-0.12,-0.22,1.07,-15.26,3.01,33.6
-0.12,-0.2,1.08,-12.74,1.61,35.35
-0.13,-0.18,1.11,-12.04,1.12,36.68
-0.13,-0.17,1.12,-9.52,0.84,38.43
-0.11,-0.13,1.14,-9.03,-0.14,39.2
-0.09,-0.12,1.14,-10.64,-0.21,39.55
-0.09,-0.11,1.14,-10.78,-1.33,39.41
-0.07,-0.11,1.15,-9.31,-2.1,39.13
-0.06,-0.11,1.16,-8.05,-3.01,38.71
-0.06,-0.11,1.18,-3.71,-3.29,38.08
-0.06,-0.09,1.23,1.19,-2.8,37.59
-0.07,-0.06,1.26,3.99,0.56,37.38
-0.08,-0.04,1.25,5.18,4.06,37.24
-0.09,-0.02,1.22,6.58,7.63,37.1
-0.09,-0.01,1.17,6.3,10.22,36.96
-0.1,-0.03,1.1,6.3,11.34,36.89
-0.09,-0.05,1.03,6.51,11.76,36.75
-0.08,-0.06,0.97,6.44,9.8,36.75
-0.08,-0.08,0.93,5.88,7,37.03
-0.07,-0.09,0.92,4.76,3.85,37.52
-0.06,-0.08,0.94,0.42,0.49,37.8
-0.05,-0.08,0.94,-3.36,-2.17,37.8
-0.05,-0.08,0.96,-6.79,-5.04,37.73
-0.05,-0.08,0.98,-9.1,-7.07,37.52
-0.05,-0.07,1.01,-9.38,-8.54,37.17
-0.05,-0.06,1.02,-9.38,-9.17,36.61
-0.06,-0.05,1.02,-8.89,-10.08,35.91
-0.06,-0.05,1.03,-7.84,-10.99,35
-0.05,-0.04,1.04,-7.21,-11.27,33.67
-0.05,-0.05,1.04,-6.93,-11.06,32.55
-0.05,-0.05,1.03,-5.67,-11.41,31.29
-0.05,-0.05,1.02,-4.97,-11.34,30.1
-0.04,-0.06,0.99,-4.69,-11.55,28.42
-0.04,-0.07,0.98,-3.92,-12.74,27.51
-0.04,-0.08,0.98,-3.22,-13.37,26.67
-0.04,-0.1,0.97,-2.31,-13.79,26.32
-0.04,-0.11,0.96,-2.1,-14.21,26.18
-0.05,-0.11,0.96,-2.45,-14.56,26.53
-0.05,-0.12,0.96,-2.8,-14.56,27.09
-0.05,-0.13,0.96,-3.71,-14.56,28.07
-0.05,-0.14,0.96,-4.27,-14.42,28.77
-0.06,-0.14,0.95,-3.5,-14.28,29.54
-0.05,-0.14,0.96,-3.08,-13.93,30.1
-0.05,-0.14,0.96,-3.01,-13.58,30.66
-0.05,-0.14,0.95,-3.08,-12.95,31.01
-0.04,-0.14,0.95,-3.43,-12.88,30.94
-0.03,-0.14,0.96,-3.5,-12.74,30.59
-0.03,-0.14,0.96,-3.43,-12.11,30.1
-0.03,-0.14,0.97,-2.38,-12.04,29.61
-0.03,-0.13,0.98,-2.59,-11.06,28.7
-0.03,-0.13,0.98,-3.15,-10.22,27.86
-0.04,-0.14,0.99,-2.66,-9.38,27.44
-0.04,-0.15,1.01,-2.1,-8.4,27.16
-0.05,-0.16,1.02,-0.28,-7.56,27.02
-0.04,-0.16,1.03,0.21,-5.67,26.88
-0.04,-0.15,1.04,1.89,-4.69,26.6
-0.05,-0.14,1.07,2.59,-3.92,26.25
-0.04,-0.12,1.09,2.38,-1.61,25.55
-0.05,-0.11,1.1,3.22,0.28,24.99
-0.06,-0.1,1.11,4.2,1.54,24.57
-0.07,-0.09,1.11,3.78,2.8,24.15
-0.08,-0.11,1.1,4.27,3.22,24.22
-0.08,-0.12,1.11,4.41,2.73,24.85
-0.08,-0.12,1.1,4.41,2.45,25.69
-0.08,-0.13,1.1,4.34,1.47,27.02
-0.08,-0.12,1.09,3.22,0.28,27.79
-0.08,-0.1,1.1,1.96,-0.91,28.56
-0.08,-0.09,1.12,0.84,-1.47,29.61
-0.08,-0.09,1.13,-0.42,-1.12,30.31
-0.09,-0.09,1.14,-0.63,-0.49,30.94
-0.09,-0.09,1.16,-0.98,0.63,31.22
-0.08,-0.1,1.16,-1.05,2.38,31.64
-0.07,-0.1,1.16,-0.56,4.76,31.5
-0.06,-0.1,1.16,0.56,6.72,30.59
-0.06,-0.09,1.17,2.59,8.4,29.12
-0.06,-0.05,1.18,5.6,11.13,27.3
-0.07,-0.01,1.21,9.94,13.72,25.06
-0.08,0.02,1.2,11.62,17.29,23.1
-0.09,0.02,1.14,10.22,20.93,21.42
-0.1,-0.02,1.07,8.89,21.42,20.58
-0.08,-0.06,1,6.51,20.44,20.51
-0.08,-0.11,0.93,5.11,17.43,21.35
-0.08,-0.14,0.89,5.32,11.76,22.47
-0.08,-0.14,0.88,1.68,7.84,24.01
-0.09,-0.16,0.87,-0.84,2.94,25.97
-0.09,-0.12,0.9,-5.39,-2.52,28.21
-0.07,-0.11,0.93,-12.25,-6.58,29.61
-0.08,-0.1,0.96,-17.71,-10.01,30.66
-0.08,-0.1,1,-19.18,-12.81,31.36
-0.08,-0.08,1.03,-19.32,-13.79,31.43
-0.08,-0.07,1.06,-17.78,-14.42,31.15
-0.08,-0.05,1.09,-16.52,-14,31.15
-0.08,-0.05,1.1,-17.22,-12.74,31.22
-0.08,-0.05,1.09,-18.2,-11.69,31.43
-0.08,-0.08,1.08,-18.62,-10.99,32.27
-0.08,-0.11,1.06,-19.25,-10.01,33.67
-0.08,-0.15,1.02,-18.69,-10.08,35.28
-0.08,-0.18,0.99,-17.15,-10.92,38.5
-0.08,-0.2,0.97,-17.08,-12.11,41.44
-0.08,-0.2,0.95,-18.69,-13.65,44.45
-0.07,-0.2,0.95,-20.72,-14.77,47.32
-0.07,-0.19,0.96,-22.68,-15.68,50.82
-0.06,-0.19,0.96,-23.59,-16.38,52.43
-0.05,-0.17,0.97,-22.96,-16.87,53.48
-0.04,-0.15,0.98,-22.47,-16.73,54.11
-0.04,-0.14,0.97,-22.05,-16.52,54.25
-0.03,-0.14,0.98,-21.91,-16.38,54.11
-0.03,-0.15,0.98,-21.28,-15.68,54.11
-0.04,-0.16,0.98,-19.11,-15.12,53.9
-0.04,-0.15,1,-15.96,-13.65,53.76
-0.04,-0.12,1,-12.11,-12.67,53.27
-0.05,-0.11,0.99,-12.39,-11.27,53.13
-0.06,-0.13,0.95,-11.83,-10.99,53.13
-0.07,-0.12,0.93,-9.03,-11.55,53.34
-0.05,-0.12,0.97,-15.54,-9.94,53.76
-0.07,-0.24,0.89,-10.71,-10.36,55.02
-0.08,-0.19,0.92,-4.48,-14.14,55.51
-0.06,-0.14,0.95,-6.3,-11.76,56.42
-0.08,-0.15,0.91,-10.08,-12.81,56.91
-0.07,-0.15,0.93,-13.02,-14.21,57.75
-0.07,-0.16,0.93,-18.97,-14.7,58.59
-0.08,-0.19,0.93,-18.97,-17.15,59.22
-0.07,-0.19,0.96,-18.83,-17.22,59.92
-0.07,-0.2,0.97,-15.89,-17.99,59.78
-0.05,-0.17,1.01,-13.51,-17.08,59.5
-0.05,-0.13,1.05,-13.37,-16.59,58.8
-0.05,-0.1,1.09,-17.5,-14.7,57.61
-0.06,-0.1,1.08,-23.24,-11.9,56.77
-0.07,-0.15,1.06,-22.19,-11.41,55.79
-0.06,-0.15,1.09,-19.53,-10.01,54.95
-0.07,-0.19,1.11,-14.14,-7.98,54.67
-0.08,-0.2,1.13,-7.42,-7,54.32
-0.07,-0.14,1.15,-4.69,-4.62,54.32
-0.07,-0.11,1.16,-8.47,-3.08,54.11
-0.07,-0.12,1.15,-11.34,-2.24,54.39
-0.07,-0.17,1.14,-12.67,-2.45,54.95
-0.08,-0.2,1.14,-11.41,-2.8,56
-0.09,-0.22,1.15,-6.44,-3.71,57.33
-0.11,-0.22,1.14,-1.26,-4.76,60.13
-0.1,-0.13,1.12,2.87,-6.09,61.46
-0.11,-0.14,1.13,-1.61,-5.88,63.42
-0.14,-0.13,1.11,1.54,-9.45,65.31
-0.11,-0.09,1.08,-5.39,-9.31,67.41
-0.12,-0.12,1.01,-7.35,-12.6,69.23
-0.09,-0.18,0.98,-6.02,-16.73,70.91
-0.06,-0.2,0.95,-4.83,-20.3,73.01
-0.04,-0.21,0.95,-3.78,-25.13,75.18
-0.03,-0.2,0.96,-5.46,-29.61,77.28
-0.01,-0.2,0.99,-8.54,-32.13,79.38
-0.01,-0.2,1.03,-10.85,-34.3,81.55
0,-0.21,1.06,-12.53,-35,82.81
0.01,-0.2,1.08,-12.11,-34.72,83.65
0.01,-0.19,1.09,-9.73,-34.3,83.72
0.01,-0.16,1.11,-6.3,-33.6,83.16
0.01,-0.13,1.12,-2.31,-31.43,81.48
0.02,-0.11,1.12,0.28,-29.26,79.31
0.02,-0.08,1.1,1.54,-26.67,75.95
0.03,-0.08,1.07,2.59,-24.29,72.8
0.03,-0.08,1.03,3.99,-23.1,69.09
0.04,-0.08,0.99,5.53,-22.47,65.52
0.03,-0.08,0.98,7.35,-22.33,61.53
0.01,-0.08,0.96,8.33,-21.7,58.73
0,-0.09,0.94,6.51,-21.63,56.63
-0.01,-0.11,0.91,6.02,-21.84,54.74
-0.01,-0.12,0.91,4.55,-22.19,53.9
-0.02,-0.13,0.9,2.17,-22.47,53.06
-0.02,-0.13,0.9,1.61,-22.96,52.22
-0.01,-0.12,0.9,0.35,-23.45,51.38
-0.01,-0.11,0.91,-0.98,-23.94,50.12
-0.01,-0.09,0.93,-2.45,-24.22,48.3
0,-0.07,0.95,-4.13,-23.73,46.2
0,-0.06,0.98,-6.16,-23.1,43.89
0,-0.06,1.01,-6.93,-21.84,40.74
