Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.02,-0.16,1.51,22.61,-16.52,1.89
-0.05,-0.18,1.48,13.65,-18.76,13.51
-0.08,-0.2,1.42,8.47,-13.51,19.81
-0.12,-0.22,1.34,7.21,-4.41,24.29
-0.19,-0.23,1.25,8.82,4.13,26.11
-0.29,-0.24,1.2,10.99,7.35,22.96
-0.38,-0.23,1.15,14,6.09,16.87
-0.42,-0.22,1.1,14.21,3.08,10.22
-0.44,-0.22,1.06,12.95,-1.47,2.24
-0.43,-0.22,1.02,11.34,-8.54,-3.85
-0.39,-0.23,0.98,8.12,-12.88,-9.1
-0.33,-0.24,0.93,5.04,-14.14,-12.53
-0.28,-0.24,0.88,1.75,-12.95,-13.37
-0.23,-0.25,0.83,0.56,-9.52,-13.72
-0.2,-0.26,0.78,0.56,-5.25,-13.65
-0.18,-0.26,0.75,1.33,-1.61,-12.46
-0.17,-0.26,0.72,2.03,0.63,-11.83
-0.16,-0.27,0.7,4.13,0.63,-11.2
-0.15,-0.27,0.7,5.95,-0.21,-10.5
-0.14,-0.28,0.71,7.98,0.21,-8.96
-0.13,-0.27,0.73,8.61,1.75,-7.63
-0.14,-0.28,0.73,10.29,2.24,-7.21
-0.14,-0.29,0.74,13.58,2.38,-7.21
-0.13,-0.28,0.77,16.59,1.33,-6.65
-0.13,-0.27,0.81,20.3,0.35,-5.53
-0.13,-0.26,0.87,22.05,-1.12,-4.97
-0.13,-0.25,0.91,23.66,-4.55,-4.62
-0.11,-0.23,0.96,23.8,-7.07,-3.85
-0.11,-0.22,1.01,20.37,-9.17,-1.75
-0.1,-0.23,1.03,16.73,-10.29,1.61
-0.1,-0.23,1.04,12.67,-10.36,4.83
-0.1,-0.23,1.03,6.3,-8.47,8.05
-0.13,-0.24,0.99,1.82,-7.07,10.78
-0.15,-0.26,0.96,-1.26,-6.23,11.69
-0.17,-0.27,0.92,-2.73,-6.37,11.55
-0.17,-0.28,0.88,-2.8,-7.21,11.34
-0.18,-0.29,0.86,-2.17,-8.05,10.5
-0.19,-0.29,0.84,-1.89,-8.54,9.52
-0.19,-0.29,0.84,-2.38,-9.66,8.75
-0.19,-0.29,0.84,-3.22,-11.76,8.12
-0.19,-0.28,0.83,-5.46,-13.44,8.05
-0.18,-0.27,0.82,-8.68,-14.49,8.61
-0.17,-0.27,0.8,-12.67,-14.7,9.31
-0.15,-0.27,0.76,-15.4,-13.09,11.2
-0.15,-0.27,0.72,-18.41,-9.59,12.67
-0.15,-0.27,0.7,-21.21,-7.14,13.23
-0.14,-0.28,0.65,-22.47,-4.83,14.7
-0.14,-0.28,0.63,-24.08,-2.73,16.59
-0.13,-0.29,0.6,-23.94,-0.91,16.66
-0.12,-0.29,0.59,-23.17,0.91,16.94
-0.11,-0.28,0.58,-22.89,1.61,18.34
-0.11,-0.28,0.59,-21.84,1.33,19.25
-0.12,-0.26,0.6,-20.86,0.77,18.97
-0.13,-0.25,0.64,-20.09,-1.47,17.5
-0.13,-0.23,0.69,-19.53,-5.81,16.38
-0.13,-0.21,0.75,-20.44,-9.17,16.45
-0.13,-0.2,0.82,-24.99,-11.55,16.24
-0.13,-0.19,0.87,-30.66,-16.45,16.17
-0.1,-0.26,0.88,-35,-26.88,17.15
-0.02,-0.27,0.93,-28.91,-26.32,18.27
0,-0.28,1.05,-23.03,-19.18,20.37
0,-0.33,1.15,-15.54,-13.79,17.92
-0.01,-0.37,1.28,-3.57,-13.72,14.49
0.01,-0.35,1.44,8.05,-12.74,11.83
0.03,-0.29,1.63,14,-6.16,9.87
-0.01,-0.21,1.79,19.25,2.87,7.14
-0.05,-0.17,1.92,18.55,2.52,3.57
-0.06,-0.14,1.98,8.89,-5.46,2.73
-0.02,-0.15,1.98,2.45,-9.52,3.15
0.01,-0.14,1.92,1.47,1.54,2.87
-0.04,-0.13,1.84,0.98,6.86,2.03
-0.08,-0.14,1.72,-0.49,2.73,0.77
-0.08,-0.17,1.58,-4.76,-6.72,0.21
-0.06,-0.21,1.43,-6.58,-9.73,1.61
-0.06,-0.26,1.24,-2.17,-8.4,2.03
-0.08,-0.29,1.13,7.7,-6.86,-1.61
-0.11,-0.32,1.09,20.02,-11.55,-4.55
-0.13,-0.32,1.08,30.59,-20.3,-6.16
-0.14,-0.32,1.09,34.37,-29.54,-5.74
-0.13,-0.32,1.1,35.56,-34.79,-3.78
-0.13,-0.32,1.09,35.91,-33.32,-2.1
-0.14,-0.3,1.08,35.28,-29.47,-0.28
-0.14,-0.27,1.07,32.97,-24.43,2.8
-0.15,-0.25,1.05,28.91,-18.55,5.04
-0.15,-0.24,1.04,22.54,-12.95,7.14
-0.14,-0.23,0.98,17.08,-7.07,10.64
-0.12,-0.22,0.93,11.34,-0.56,13.86
-0.11,-0.22,0.86,8.4,3.85,17.01
-0.12,-0.21,0.82,6.16,5.74,18.62
-0.12,-0.21,0.79,4.41,3.5,19.81
-0.12,-0.22,0.77,3.36,-0.28,20.51
-0.1,-0.21,0.77,2.94,-2.66,21.28
-0.09,-0.2,0.77,1.47,-2.31,22.61
-0.08,-0.19,0.77,-1.89,0.56,23.59
-0.09,-0.18,0.76,-5.88,4.62,23.66
-0.1,-0.18,0.73,-7.98,10.15,24.15
-0.1,-0.18,0.7,-7.98,14.84,24.22
-0.11,-0.18,0.68,-6.3,19.39,23.31
-0.13,-0.18,0.66,-5.32,23.03,19.32
-0.15,-0.19,0.67,-0.84,19.32,14.84
-0.13,-0.19,0.69,6.58,14.07,10.99
-0.11,-0.18,0.74,12.6,11.83,6.86
-0.1,-0.18,0.79,17.57,10.15,3.08
-0.09,-0.17,0.87,22.33,7.35,-0.35
-0.08,-0.15,0.96,23.8,5.25,-3.92
-0.06,-0.15,1.02,21.77,4.41,-7.14
-0.04,-0.14,1.07,17.22,3.22,-6.16
-0.03,-0.14,1.09,10.08,3.15,-4.27
-0.03,-0.15,1.07,6.09,4.9,-3.57
-0.04,-0.16,1.05,4.34,8.54,-4.34
-0.05,-0.16,1.02,4.83,10.64,-5.88
-0.06,-0.16,1.02,5.74,10.5,-7.35
-0.07,-0.15,1.03,6.09,8.82,-10.01
-0.08,-0.13,1.04,4.41,5.74,-11.27
-0.09,-0.12,1.03,-2.59,2.59,-11.55
-0.09,-0.12,0.99,-10.57,1.19,-10.5
-0.09,-0.12,0.92,-18.97,2.03,-8.89
-0.11,-0.13,0.83,-27.37,3.29,-9.31
-0.13,-0.14,0.72,-30.73,3.78,-10.36
-0.13,-0.17,0.65,-31.36,4.62,-11.9
-0.14,-0.18,0.6,-30.1,4.06,-14
-0.15,-0.19,0.56,-25.9,2.24,-15.26
-0.15,-0.21,0.53,-22.4,-0.56,-16.73
-0.15,-0.23,0.54,-17.36,-4.69,-19.74
-0.14,-0.24,0.59,-12.67,-8.19,-22.05
-0.12,-0.24,0.64,-10.43,-8.96,-22.96
-0.13,-0.24,0.72,-9.94,-10.99,-24.36
-0.13,-0.24,0.81,-11.34,-12.81,-25.27
-0.12,-0.26,0.88,-15.54,-14.42,-24.64
-0.09,-0.31,0.91,-21.28,-15.47,-23.24
-0.09,-0.33,0.95,-19.04,-14.42,-22.47
-0.09,-0.33,1.03,-12.6,-12.53,-22.4
-0.1,-0.37,1.11,-6.58,-15.26,-25.27
-0.1,-0.4,1.19,6.86,-21.07,-31.08
-0.09,-0.39,1.34,19.04,-26.74,-36.26
-0.06,-0.33,1.48,26.95,-30.45,-39.06
-0.03,-0.29,1.61,27.93,-34.93,-36.47
-0.01,-0.25,1.7,19.46,-37.94,-31.01
0.02,-0.26,1.69,6.79,-37.94,-22.96
0.07,-0.29,1.61,2.73,-31.78,-13.09
0.11,-0.27,1.53,12.81,-10.43,-6.58
0.09,-0.27,1.49,26.18,5.81,-2.87
0.08,-0.28,1.53,36.89,10.01,3.15
0.06,-0.25,1.56,38.22,2.8,14.49
0.03,-0.23,1.57,29.33,-2.1,26.6
0,-0.23,1.51,22.33,-2.03,35.98
-0.05,-0.22,1.42,17.36,3.15,44.73
-0.13,-0.22,1.35,15.4,14.28,50.05
-0.24,-0.21,1.3,14.07,22.68,51.8
-0.35,-0.21,1.25,13.44,25.06,46.69
-0.43,-0.21,1.21,12.95,17.92,40.11
-0.43,-0.21,1.17,11.69,10.15,32.76
-0.42,-0.2,1.12,10.57,4.27,25.06
-0.4,-0.21,1.09,9.87,-0.49,16.24
-0.35,-0.21,1.06,7.7,-4.41,10.78
-0.33,-0.21,1.02,3.08,-6.37,6.86
-0.29,-0.22,0.97,-1.47,-6.02,4.2
-0.26,-0.22,0.92,-5.18,-0.77,2.59
-0.26,-0.23,0.87,-7.7,5.18,0.7
-0.25,-0.23,0.83,-7.98,11.69,-3.57
-0.24,-0.23,0.79,-8.26,14.63,-6.02
-0.22,-0.23,0.75,-6.72,15.61,-7.49
-0.21,-0.23,0.74,-5.39,13.86,-9.59
-0.2,-0.22,0.74,-3.22,7.63,-11.62
-0.18,-0.23,0.74,-1.96,2.73,-13.58
-0.14,-0.23,0.76,-0.21,0.35,-15.47
-0.11,-0.23,0.78,1.82,2.8,-15.68
-0.1,-0.22,0.79,5.46,5.53,-14.91
-0.09,-0.22,0.84,8.33,7.07,-13.79
-0.1,-0.21,0.87,10.22,7.91,-12.53
-0.11,-0.21,0.9,11.41,7.14,-11.83
-0.13,-0.2,0.92,13.86,4.48,-12.95
-0.14,-0.19,0.97,14.77,0.77,-15.47
-0.14,-0.19,1,15.05,-6.3,-15.68
-0.11,-0.19,1.04,13.58,-10.36,-13.51
-0.1,-0.19,1.07,10.99,-11.62,-11.2
-0.1,-0.18,1.07,8.12,-10.15,-8.19
-0.11,-0.18,1.05,5.46,-7.77,-6.44
-0.12,-0.18,1.02,1.75,-6.86,-4.9
-0.12,-0.19,0.98,-0.07,-7.56,-3.71
-0.11,-0.19,0.95,-2.1,-7.21,-2.17
-0.11,-0.19,0.9,-3.78,-5.6,0.77
-0.13,-0.21,0.86,-4.9,-6.02,2.52
-0.14,-0.22,0.82,-4.41,-8.4,3.85
-0.14,-0.23,0.79,-3.78,-9.8,4.55
-0.15,-0.23,0.77,-1.82,-10.85,4.9
-0.16,-0.24,0.76,0.84,-11.97,4.27
-0.15,-0.24,0.77,2.73,-13.16,3.5
-0.15,-0.24,0.78,3.36,-14.07,4.34
-0.15,-0.23,0.79,1.82,-13.44,5.18
-0.14,-0.23,0.8,-0.56,-12.25,6.44
-0.14,-0.23,0.81,-3.5,-9.31,7.77
-0.14,-0.22,0.8,-8.4,-6.44,9.59
-0.14,-0.22,0.78,-13.58,-4.2,10.64
-0.13,-0.23,0.75,-18.13,-1.12,12.81
-0.13,-0.23,0.72,-22.82,3.78,15.4
-0.14,-0.24,0.67,-27.86,6.23,17.01
-0.15,-0.23,0.62,-29.47,7.42,16.8
-0.16,-0.24,0.58,-28.91,7.7,15.26
-0.17,-0.24,0.56,-26.67,5.46,13.3
-0.16,-0.23,0.58,-25.2,2.38,11.2
-0.15,-0.23,0.6,-25.06,-0.91,9.31
-0.14,-0.21,0.63,-24.43,-6.44,7.98
-0.13,-0.2,0.7,-23.87,-10.78,6.72
-0.11,-0.19,0.81,-25.41,-13.72,6.16
-0.09,-0.16,0.91,-30.17,-15.05,6.93
-0.07,-0.17,0.98,-41.93,-16.73,8.89
-0.03,-0.24,0.97,-50.33,-21.98,12.6
0.04,-0.29,0.98,-47.88,-18.83,17.57
0.06,-0.33,0.99,-41.23,-1.05,20.93
0.02,-0.36,1.07,-27.02,9.45,18.97
-0.03,-0.37,1.21,-13.72,10.22,13.23
-0.06,-0.34,1.34,-3.78,4.76,7.49
-0.07,-0.28,1.48,3.64,1.4,3.5
-0.11,-0.23,1.63,5.81,-1.26,-1.19
-0.14,-0.22,1.7,4.62,-7.63,-6.44
-0.12,-0.22,1.73,2.45,-16.17,-8.96
-0.07,-0.19,1.75,6.02,-12.04,-11.41
-0.06,-0.15,1.76,8.12,-0.14,-13.44
-0.1,-0.14,1.72,6.58,3.71,-15.89
-0.11,-0.15,1.66,-1.75,-3.85,-15.47
-0.09,-0.17,1.5,-9.45,-9.52,-13.93
-0.06,-0.23,1.34,-10.78,-9.45,-12.46
-0.03,-0.29,1.2,-3.99,-4.55,-12.39
-0.02,-0.32,1.11,12.25,-3.99,-12.46
-0.04,-0.33,1.08,26.18,-10.29,-12.67
-0.03,-0.34,1.11,36.54,-20.44,-12.11
-0.02,-0.34,1.15,43.61,-29.61,-8.54
-0.01,-0.34,1.19,45.71,-31.01,-4.34
-0.04,-0.33,1.22,46.2,-30.94,0.7
-0.07,-0.32,1.24,44.24,-27.16,4.13
-0.08,-0.31,1.24,37.8,-21.56,7.77
-0.1,-0.3,1.2,30.03,-16.31,10.92
-0.12,-0.31,1.13,23.59,-12.6,14.91
-0.12,-0.32,1.06,18.83,-7.14,15.75
-0.11,-0.32,0.97,16.8,-1.19,16.03
-0.11,-0.33,0.92,15.75,2.8,17.71
-0.1,-0.32,0.88,15.89,6.09,18.83
-0.1,-0.3,0.84,15.54,6.65,18.55
-0.11,-0.3,0.82,16.03,2.94,17.08
-0.1,-0.28,0.82,16.73,-2.24,15.33
-0.07,-0.27,0.83,16.24,-3.71,15.75
-0.05,-0.26,0.84,14.35,-0.7,16.38
-0.06,-0.24,0.84,12.67,2.59,17.43
-0.06,-0.23,0.84,10.36,5.81,17.43
-0.08,-0.22,0.84,7.14,7.21,16.94
-0.08,-0.21,0.83,4.76,8.89,15.61
-0.07,-0.21,0.82,2.66,11.2,13.58
-0.07,-0.21,0.81,2.59,11.06,12.32
-0.07,-0.21,0.8,4.76,10.01,11.06
-0.06,-0.2,0.81,7.28,8.82,8.47
-0.06,-0.2,0.83,9.94,7.49,5.74
-0.05,-0.2,0.87,13.3,5.88,3.01
-0.04,-0.18,0.93,14.77,5.11,0.42
-0.04,-0.18,0.97,15.68,3.92,-1.54
-0.03,-0.17,1.02,16.31,2.1,-2.94
-0.03,-0.15,1.06,15.19,2.03,-3.5
-0.03,-0.14,1.1,12.53,2.52,-3.78
-0.04,-0.14,1.11,9.1,1.75,-3.71
-0.06,-0.13,1.1,4.27,0.7,-3.5
-0.07,-0.13,1.07,0.63,0.49,-4.13
-0.07,-0.14,1.03,-1.05,0.42,-5.18
-0.07,-0.15,0.99,-1.4,2.17,-5.67
-0.06,-0.15,0.94,-0.91,4.97,-5.88
-0.07,-0.15,0.91,-0.91,6.58,-6.72
-0.09,-0.16,0.88,0.42,4.76,-8.26
-0.08,-0.16,0.87,2.45,2.38,-9.38
-0.09,-0.16,0.86,2.94,0.63,-10.22
-0.09,-0.16,0.86,2.66,-0.56,-11.41
-0.09,-0.16,0.86,1.33,-0.63,-11.76
-0.09,-0.17,0.85,-1.96,-0.21,-11.34
-0.1,-0.18,0.82,-4.76,-0.21,-10.78
-0.11,-0.19,0.79,-6.58,1.89,-10.22
-0.11,-0.2,0.76,-8.68,4.97,-10.92
-0.12,-0.2,0.72,-9.8,8.19,-11.27
-0.13,-0.2,0.7,-9.24,10.57,-13.16
-0.13,-0.2,0.69,-9.31,13.44,-15.12
-0.13,-0.2,0.68,-10.71,13.72,-16.52
-0.13,-0.19,0.67,-12.25,12.6,-17.78
-0.14,-0.19,0.66,-13.3,8.47,-19.11
-0.14,-0.19,0.68,-14.49,5.6,-21.07
-0.14,-0.19,0.72,-14.28,4.9,-22.47
-0.14,-0.17,0.77,-15.33,5.53,-23.59
-0.15,-0.17,0.84,-17.71,5.04,-23.94
-0.15,-0.18,0.89,-24.01,1.96,-23.38
-0.14,-0.24,0.93,-25.48,-5.67,-22.54
-0.14,-0.25,1.02,-19.88,-14.21,-24.99
-0.14,-0.26,1.15,-14.14,-20.58,-26.81
-0.13,-0.31,1.29,-14.63,-25.41,-28.42
-0.11,-0.34,1.39,-15.26,-25.27,-30.03
-0.11,-0.33,1.44,-14.07,-19.53,-30.66
-0.11,-0.29,1.49,-9.24,-11.48,-32.69
-0.12,-0.26,1.53,-3.36,-4.41,-34.93
-0.16,-0.23,1.56,0.98,-3.5,-35.21
-0.17,-0.24,1.55,3.71,-10.64,-34.16
-0.14,-0.25,1.51,9.66,-17.71,-32.69
-0.08,-0.24,1.51,21.49,-17.29,-31.57
-0.01,-0.22,1.52,32.27,-14.28,-28.07
0.03,-0.22,1.55,36.12,-15.96,-20.02
0.07,-0.22,1.55,28.77,-16.94,-2.03
0.09,-0.22,1.49,18.48,-11.62,14.56
0.05,-0.21,1.38,9.59,0.14,28.28
-0.01,-0.21,1.24,9.31,13.44,37.24
-0.1,-0.2,1.18,13.93,23.1,43.82
-0.24,-0.19,1.16,18.69,22.61,45.08
-0.34,-0.18,1.17,17.85,12.53,43.54
-0.39,-0.17,1.15,11.27,0.91,40.95
-0.4,-0.2,1.1,4.62,-7.07,36.75
-0.38,-0.22,1.02,0.84,-5.74,32.06
-0.36,-0.23,0.94,0.07,-0.63,27.37
-0.33,-0.24,0.9,0.91,6.16,21.14
-0.3,-0.23,0.87,1.75,12.11,16.17
-0.28,-0.23,0.86,2.31,11.83,12.6
-0.25,-0.22,0.85,1.61,7.42,9.1
-0.23,-0.21,0.85,0.91,2.59,6.51
-0.19,-0.21,0.86,-0.77,1.47,4.69
-0.18,-0.19,0.87,-4.27,3.08,4.34
-0.17,-0.19,0.86,-8.4,5.46,4.69
-0.17,-0.2,0.84,-11.62,8.4,4.9
-0.18,-0.19,0.82,-12.74,9.38,3.92
-0.18,-0.19,0.8,-12.53,10.85,2.94
-0.18,-0.19,0.79,-9.24,11.97,0.49
-0.2,-0.18,0.81,-4.27,11.13,-2.73
-0.2,-0.17,0.83,0.49,8.26,-6.3
-0.2,-0.16,0.87,5.53,5.04,-11.41
-0.19,-0.14,0.92,8.68,0,-14
-0.18,-0.14,0.97,10.29,-4.41,-15.33
-0.17,-0.14,1.03,10.22,-8.4,-15.89
-0.15,-0.13,1.08,8.68,-11.69,-15.19
-0.13,-0.12,1.1,4.06,-12.04,-13.16
-0.12,-0.13,1.1,-0.63,-10.78,-10.01
-0.13,-0.14,1.06,-4.69,-9.87,-6.72
-0.14,-0.15,1.02,-5.81,-9.8,-4.9
-0.14,-0.17,0.97,-4.55,-9.1,-3.22
-0.15,-0.17,0.94,-3.64,-6.93,-2.52
-0.16,-0.19,0.91,-2.31,-5.46,-1.68
-0.18,-0.2,0.89,17.43,-6.09,-0.77
-0.19,-0.21,0.87,1.54,-7.98,-1.12
-0.2,-0.22,0.86,3.08,-11.13,-1.89
-0.21,-0.23,0.86,4.27,-14.56,-2.45
-0.21,-0.24,0.87,4.55,-15.61,-3.22
-0.21,-0.25,0.87,4.13,-15.05,-3.92
-0.21,-0.25,0.87,2.66,-15.05,-4.2
-0.21,-0.26,0.85,0.84,-14.84,-4.41
-0.2,-0.27,0.83,-1.54,-14.07,-4.55
-0.19,-0.28,0.81,-3.71,-13.3,-4.69
